ID,sex,year_birth,race,experience,hours,wage,tenure,industry,occup,education
674,female,1983,black,417,40,11,270,"transportation, communication",Services,college/graduate degree
675,female,1981,black,298,20,10.45,11,"public administration, military and special",Services,some  college
676,female,1984,black,347,40,24.040001,66,"education, health, social services",Professional and related,college/graduate degree
677,female,1983,black,362,20,10.05,39,"public administration, military and special",Services,high school
679,female,1982,black,378,15,75,98,"entertainment, accomodation, food and other services",Services,ged or none
681,female,1984,black,337,25,9,14,"entertainment, accomodation, food and other services",Services,high school
684,female,1984,black,257,25,7.25,17,trade,Sales and related,high school
685,male,1983,black,552,40,17.09,540,"transportation, communication",Office and administrative support,high school
686,female,1982,non-black / non-hispanic,240,30,2.3800001,31,"entertainment, accomodation, food and other services",Services,ged or none
687,male,1983,non-black / non-hispanic,505,45,15.29,88,"education, health, social services","Installation, maintenance, and repair",ged or none
689,female,1983,hispanic,297,40,14.6,66,"entertainment, accomodation, food and other services",Services,high school
690,male,1980,hispanic,675,40,20,670,trade,Transportation and material moving,ged or none
692,male,1983,hispanic,467,40,11,67,"transportation, communication",Transportation and material moving,ged or none
693,female,1984,non-black / non-hispanic,295,40,11,188,trade,Office and administrative support,high school
694,male,1980,hispanic,503,40,15,204,"transportation, communication",Office and administrative support,some  college
696,male,1982,hispanic,484,40,38.099998,356,construction,Construction and extraction,ged or none
699,male,1984,black,118,12,15,30,"finance, insurance, real estate, other professional",Services,college/graduate degree
700,female,1980,black,203,30,33.330002,452,"entertainment, accomodation, food and other services",Services,ged or none
702,male,1982,black,463,60,11.92,144,"transportation, communication",Transportation and material moving,some  college
703,female,1980,black,292,36,11.68,38,"education, health, social services",Services,some  college
705,female,1980,non-black / non-hispanic,467,60,5,169,"entertainment, accomodation, food and other services",Services,high school
709,female,1981,hispanic,628,30,6.8000002,375,trade,Office and administrative support,high school
714,male,1984,black,320,40,15,153,"public administration, military and special",Services,high school
715,female,1984,black,460,40,18.629999,36,"education, health, social services",Office and administrative support,college/graduate degree
716,male,1982,hispanic,380,40,24.799999,139,construction,Construction and extraction,high school
717,male,1980,black,536,40,12,217,construction,Construction and extraction,high school
718,male,1982,black,453,40,19,436,"transportation, communication",Transportation and material moving,high school
719,male,1981,black,600,40,28.85,179,"agriculture, mining, manufacturing",Office and administrative support,college/graduate degree
720,male,1980,non-black / non-hispanic,640,40,14,4,trade,"Installation, maintenance, and repair",some  college
721,female,1981,hispanic,527,45,4.4400001,14,"education, health, social services",Services,college/graduate degree
722,male,1983,non-black / non-hispanic,541,40,14.45,492,trade,Office and administrative support,some  college
723,male,1983,hispanic,530,40,31,189,construction,Construction and extraction,some  college
725,female,1980,black,611,50,90.379997,281,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
726,male,1982,black,416,50,29.620001,110,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
727,female,1984,black,334,40,13,7,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
728,female,1983,black,575,22,4.5,363,"entertainment, accomodation, food and other services",Services,some  college
729,male,1980,black,639,40,11.43,70,"education, health, social services",Professional and related,college/graduate degree
730,female,1983,non-black / non-hispanic,470,40,10,47,"finance, insurance, real estate, other professional",Professional and related,high school
731,male,1981,non-black / non-hispanic,605,75,48.720001,15,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
734,female,1983,non-black / non-hispanic,394,40,34.860001,8,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
735,female,1980,non-black / non-hispanic,563,50,21.92,5,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
737,male,1982,non-black / non-hispanic,571,50,20.93,10,"entertainment, accomodation, food and other services",Production,some  college
738,male,1981,non-black / non-hispanic,385,10,17.209999,55,"education, health, social services",Teachers,college/graduate degree
740,female,1984,non-black / non-hispanic,259,40,12.92,142,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
741,female,1982,non-black / non-hispanic,659,40,11,86,"finance, insurance, real estate, other professional",Sales and related,college/graduate degree
742,female,1982,non-black / non-hispanic,480,40,8.6499996,255,"entertainment, accomodation, food and other services",Services,college/graduate degree
745,male,1980,non-black / non-hispanic,621,40,25,183,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
746,male,1982,non-black / non-hispanic,177,40,55,207,"finance, insurance, real estate, other professional","Management, business, and financial",some  college
749,female,1983,black,375,12,8,167,"entertainment, accomodation, food and other services",Services,some  college
750,male,1982,black,421,20,9.1000004,5,"finance, insurance, real estate, other professional",Office and administrative support,ged or none
751,female,1984,black,194,20,8,72,"entertainment, accomodation, food and other services",Sales and related,high school
753,male,1982,black,544,40,17,212,"agriculture, mining, manufacturing",Transportation and material moving,high school
754,male,1980,hispanic,664,50,14.23,518,"agriculture, mining, manufacturing","Management, business, and financial",high school
757,female,1980,non-black / non-hispanic,614,40,31,187,"education, health, social services",Services,college/graduate degree
759,male,1983,non-black / non-hispanic,461,40,25,-3,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
763,male,1980,non-black / non-hispanic,604,20,17.440001,439,"education, health, social services",Teachers,some  college
765,male,1983,hispanic,323,40,20.43,90,"transportation, communication",Transportation and material moving,some  college
768,male,1984,black,465,40,14.5,208,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
769,female,1980,non-black / non-hispanic,663,30,35,520,"entertainment, accomodation, food and other services",Services,high school
770,female,1984,non-black / non-hispanic,471,7,4.75,15,"entertainment, accomodation, food and other services",Services,high school
772,female,1984,non-black / non-hispanic,489,20,16.67,163,"finance, insurance, real estate, other professional",Services,college/graduate degree
774,female,1981,hispanic,639,40,17.5,372,"finance, insurance, real estate, other professional",Services,college/graduate degree
776,male,1984,non-black / non-hispanic,568,40,21.629999,158,"finance, insurance, real estate, other professional","Management, business, and financial",high school
778,female,1983,non-black / non-hispanic,493,35,9.1999998,66,trade,Sales and related,college/graduate degree
779,male,1980,black,151,36,9,9,"finance, insurance, real estate, other professional",Transportation and material moving,ged or none
781,male,1980,non-black / non-hispanic,255,40,10.15,200,trade,"Installation, maintenance, and repair",high school
782,female,1982,non-black / non-hispanic,603,50,13.46,39,"education, health, social services",Services,college/graduate degree
783,male,1984,non-black / non-hispanic,572,37,14.86,16,"finance, insurance, real estate, other professional",Office and administrative support,some  college
785,male,1984,non-black / non-hispanic,319,40,12.5,10,"finance, insurance, real estate, other professional",Production,college/graduate degree
789,male,1980,non-black / non-hispanic,509,15,8,31,"entertainment, accomodation, food and other services",Services,high school
791,female,1982,non-black / non-hispanic,555,35,13.26,197,"education, health, social services",Teachers,college/graduate degree
792,male,1981,non-black / non-hispanic,472,25,12.75,186,"agriculture, mining, manufacturing",Transportation and material moving,college/graduate degree
794,male,1982,non-black / non-hispanic,488,10,14.42,254,"education, health, social services",Teachers,some  college
796,female,1983,non-black / non-hispanic,544,40,17.309999,169,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
798,male,1983,non-black / non-hispanic,339,47,24.549999,221,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
799,male,1981,non-black / non-hispanic,572,50,23.08,49,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
800,male,1982,non-black / non-hispanic,450,50,30.379999,322,trade,"Management, business, and financial",college/graduate degree
801,female,1984,non-black / non-hispanic,460,50,16.540001,40,"entertainment, accomodation, food and other services",Services,college/graduate degree
803,male,1980,non-black / non-hispanic,545,160,15.46,254,trade,Office and administrative support,ged or none
805,male,1980,non-black / non-hispanic,407,34,37,315,construction,Construction and extraction,high school
806,male,1983,non-black / non-hispanic,373,34,27,75,construction,Construction and extraction,high school
807,female,1982,hispanic,429,16,9,1,"finance, insurance, real estate, other professional",Production,ged or none
808,male,1983,hispanic,447,40,17.559999,367,"agriculture, mining, manufacturing",Production,high school
810,male,1981,non-black / non-hispanic,764,40,32,301,construction,Construction and extraction,high school
812,female,1983,black,224,30,7.25,72,"education, health, social services",Services,high school
814,female,1984,black,314,40,1.5,7,"education, health, social services",Services,some  college
815,female,1981,black,376,32,8,63,"education, health, social services",Office and administrative support,college/graduate degree
816,female,1982,black,315,32,9.5,90,trade,Sales and related,high school
818,female,1981,black,528,35,26.530001,277,"education, health, social services",Teachers,college/graduate degree
819,male,1980,black,712,40,15.5,396,trade,Office and administrative support,high school
820,male,1984,black,92,45,25,380,"entertainment, accomodation, food and other services",Services,high school
821,female,1980,black,618,40,10,22,"finance, insurance, real estate, other professional",Services,high school
822,female,1980,black,390,32,10.62,149,"education, health, social services",Services,high school
824,female,1980,hispanic,663,40,15,526,"finance, insurance, real estate, other professional","Management, business, and financial",high school
825,female,1982,hispanic,464,40,12.8,100,"education, health, social services",Professional and related,college/graduate degree
827,male,1983,non-black / non-hispanic,186,50,14.23,15,"public administration, military and special",Services,some  college
828,female,1983,non-black / non-hispanic,390,40,26.52,279,"education, health, social services",Services,college/graduate degree
830,male,1982,non-black / non-hispanic,678,40,10.5,224,"entertainment, accomodation, food and other services",Services,high school
831,male,1984,non-black / non-hispanic,461,40,13.75,132,trade,"Management, business, and financial",college/graduate degree
835,female,1982,non-black / non-hispanic,514,35,14.64,293,"education, health, social services",Services,high school
836,male,1980,non-black / non-hispanic,648,60,27.129999,493,"transportation, communication",Transportation and material moving,high school
837,male,1980,non-black / non-hispanic,695,35,40,73,construction,Construction and extraction,some  college
839,female,1980,non-black / non-hispanic,633,60,33.650002,70,trade,Services,college/graduate degree
840,female,1984,non-black / non-hispanic,402,50,20.93,86,"agriculture, mining, manufacturing",Production,college/graduate degree
841,female,1982,non-black / non-hispanic,740,40,16.83,49,"finance, insurance, real estate, other professional",Sales and related,college/graduate degree
842,male,1983,non-black / non-hispanic,540,40,11,40,trade,Sales and related,college/graduate degree
843,male,1980,non-black / non-hispanic,633,50,15.04,29,"agriculture, mining, manufacturing","Installation, maintenance, and repair",some  college
844,female,1983,non-black / non-hispanic,437,40,43.27,349,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
846,female,1980,hispanic,372,40,18.129999,112,"education, health, social services",Production,college/graduate degree
847,male,1982,black,45,45,13.33,574,"entertainment, accomodation, food and other services",Services,some  college
848,female,1984,black,382,10,150,434,"entertainment, accomodation, food and other services",Services,ged or none
851,female,1983,non-black / non-hispanic,698,40,28.5,156,"public administration, military and special",Office and administrative support,some  college
852,male,1983,non-black / non-hispanic,201,36,10.99,90,trade,Sales and related,ged or none
853,female,1984,non-black / non-hispanic,353,32,15.47,95,"finance, insurance, real estate, other professional",Office and administrative support,some  college
855,female,1981,non-black / non-hispanic,475,60,16.280001,13,"transportation, communication",Services,college/graduate degree
856,male,1980,non-black / non-hispanic,716,160,24,293,"finance, insurance, real estate, other professional","Installation, maintenance, and repair",high school
857,female,1980,non-black / non-hispanic,521,10,8,13,"entertainment, accomodation, food and other services",Services,some  college
858,female,1983,non-black / non-hispanic,594,40,11.79,259,"finance, insurance, real estate, other professional",Services,college/graduate degree
859,male,1982,non-black / non-hispanic,421,25,9,51,"finance, insurance, real estate, other professional",Services,high school
860,male,1982,mixed race (non-hispanic),351,40,62.5,149,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
861,male,1984,mixed race (non-hispanic),440,40,18.27,7,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
863,female,1984,non-black / non-hispanic,209,40,15.5,122,"finance, insurance, real estate, other professional",Office and administrative support,high school
865,male,1984,non-black / non-hispanic,340,45,15,100,trade,Sales and related,college/graduate degree
866,male,1982,non-black / non-hispanic,452,40,18.040001,109,construction,Services,high school
867,male,1983,non-black / non-hispanic,456,40,12.5,288,construction,Construction and extraction,ged or none
868,female,1983,black,323,40,18,252,"finance, insurance, real estate, other professional",Office and administrative support,high school
870,male,1984,black,205,35,9,58,trade,Transportation and material moving,some  college
873,female,1984,hispanic,545,50,31.540001,164,"public administration, military and special","Management, business, and financial",college/graduate degree
874,male,1984,hispanic,299,36,13.75,177,trade,Office and administrative support,college/graduate degree
875,female,1982,non-black / non-hispanic,283,40,15,33,"finance, insurance, real estate, other professional",Sales and related,ged or none
876,female,1984,non-black / non-hispanic,5,5,10,1,"entertainment, accomodation, food and other services",Services,ged or none
879,female,1981,non-black / non-hispanic,632,36,57,236,"education, health, social services",Services,college/graduate degree
880,female,1980,hispanic,449,45,16.67,291,trade,Sales and related,some  college
882,male,1983,hispanic,249,40,12,-3,"finance, insurance, real estate, other professional",Transportation and material moving,high school
883,female,1983,hispanic,484,36,13,10,"education, health, social services",Services,high school
884,male,1981,non-black / non-hispanic,233,55,10.15,104,"education, health, social services","Management, business, and financial",college/graduate degree
885,male,1983,non-black / non-hispanic,513,20,8,62,"entertainment, accomodation, food and other services",Services,high school
888,female,1981,mixed race (non-hispanic),518,30,17,51,"education, health, social services",Services,college/graduate degree
889,male,1984,non-black / non-hispanic,348,40,12,54,"agriculture, mining, manufacturing",Production,high school
892,female,1983,black,192,40,8,17,"education, health, social services",Services,high school
893,male,1980,hispanic,702,32,16.629999,382,trade,Construction and extraction,some  college
894,male,1982,hispanic,434,30,46.509998,218,construction,Construction and extraction,some  college
895,male,1984,hispanic,254,30,10.75,206,trade,Office and administrative support,some  college
897,female,1984,non-black / non-hispanic,323,50,14.42,9,"finance, insurance, real estate, other professional",Office and administrative support,some  college
900,male,1982,non-black / non-hispanic,522,40,22.5,45,"public administration, military and special",Services,some  college
901,female,1984,non-black / non-hispanic,442,50,23.26,289,"education, health, social services",Teachers,college/graduate degree
905,female,1983,hispanic,188,20,8.5,18,trade,Sales and related,ged or none
906,female,1984,non-black / non-hispanic,116,40,22,63,"public administration, military and special",Transportation and material moving,college/graduate degree
913,female,1982,non-black / non-hispanic,404,35,9,55,"education, health, social services",Services,college/graduate degree
915,female,1980,non-black / non-hispanic,492,45,22.219999,86,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
918,male,1981,non-black / non-hispanic,559,50,26.92,385,"finance, insurance, real estate, other professional",Sales and related,some  college
919,female,1984,non-black / non-hispanic,127,40,65,7,"finance, insurance, real estate, other professional",Services,college/graduate degree
921,male,1983,hispanic,442,15,9.7600002,96,"entertainment, accomodation, food and other services",Services,college/graduate degree
922,female,1982,hispanic,683,40,25.48,268,"finance, insurance, real estate, other professional",Office and administrative support,college/graduate degree
923,female,1981,mixed race (non-hispanic),327,38,10,18,"education, health, social services",Services,college/graduate degree
924,female,1982,black,518,52,17.01,105,"entertainment, accomodation, food and other services","Management, business, and financial",college/graduate degree
927,male,1981,hispanic,553,40,31.299999,289,"education, health, social services",Professional and related,college/graduate degree
929,male,1983,non-black / non-hispanic,309,50,51.16,10,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
930,female,1983,hispanic,405,40,21.860001,169,"education, health, social services",Office and administrative support,high school
931,female,1984,black,298,50,11.54,47,"education, health, social services",Teachers,college/graduate degree
932,female,1984,non-black / non-hispanic,239,5,11.5,6,"education, health, social services",Professional and related,college/graduate degree
933,female,1981,non-black / non-hispanic,626,60,17.120001,218,"education, health, social services",Teachers,college/graduate degree
935,female,1983,hispanic,574,40,40,456,"public administration, military and special","Management, business, and financial",college/graduate degree
939,female,1980,non-black / non-hispanic,634,50,26.92,169,"finance, insurance, real estate, other professional","Management, business, and financial",ged or none
940,male,1982,non-black / non-hispanic,371,40,12.87,103,"agriculture, mining, manufacturing",Production,college/graduate degree
943,male,1984,non-black / non-hispanic,104,30,10.26,-3,"finance, insurance, real estate, other professional",Services,college/graduate degree
945,female,1980,non-black / non-hispanic,624,65,17.75,138,trade,Sales and related,some  college
949,female,1980,non-black / non-hispanic,639,40,19.709999,216,"finance, insurance, real estate, other professional",Office and administrative support,college/graduate degree
950,female,1984,non-black / non-hispanic,399,35,17.58,99,"finance, insurance, real estate, other professional",Office and administrative support,college/graduate degree
951,female,1981,non-black / non-hispanic,323,15,100,195,"finance, insurance, real estate, other professional",Services,college/graduate degree
955,female,1984,non-black / non-hispanic,330,40,38.459999,32,"transportation, communication",Sales and related,college/graduate degree
956,male,1983,non-black / non-hispanic,363,45,60,106,"education, health, social services",Teachers,college/graduate degree
961,female,1984,non-black / non-hispanic,319,40,41.349998,74,"finance, insurance, real estate, other professional",Services,college/graduate degree
962,male,1980,non-black / non-hispanic,321,15,100,505,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
963,male,1984,non-black / non-hispanic,389,50,25.379999,117,"agriculture, mining, manufacturing","Management, business, and financial",some  college
964,female,1982,hispanic,624,16,16,59,"agriculture, mining, manufacturing",Services,college/graduate degree
966,female,1984,non-black / non-hispanic,419,25,15.75,41,"education, health, social services",Services,some  college
967,female,1982,mixed race (non-hispanic),459,50,39.23,70,"education, health, social services",Teachers,college/graduate degree
969,female,1984,non-black / non-hispanic,594,40,20.67,216,"education, health, social services",Services,college/graduate degree
970,male,1983,non-black / non-hispanic,350,35,21.98,111,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
971,female,1983,non-black / non-hispanic,368,40,18,59,"transportation, communication",Office and administrative support,college/graduate degree
974,male,1982,non-black / non-hispanic,481,20,7.8499999,38,"education, health, social services",Teachers,college/graduate degree
975,male,1980,non-black / non-hispanic,724,40,21,254,"entertainment, accomodation, food and other services","Installation, maintenance, and repair",some  college
976,male,1981,non-black / non-hispanic,798,40,21.5,255,"education, health, social services",Teachers,college/graduate degree
977,male,1982,non-black / non-hispanic,590,40,76.919998,21,"agriculture, mining, manufacturing","Management, business, and financial",college/graduate degree
978,male,1980,non-black / non-hispanic,414,40,37,148,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
979,female,1982,non-black / non-hispanic,575,40,45.43,85,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
980,male,1982,non-black / non-hispanic,620,40,41.830002,257,"transportation, communication",Services,college/graduate degree
982,male,1982,non-black / non-hispanic,369,40,10,14,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
983,female,1984,hispanic,393,40,12.05,166,trade,Office and administrative support,some  college
984,female,1981,hispanic,580,40,37,202,"public administration, military and special",Professional and related,college/graduate degree
986,female,1980,non-black / non-hispanic,615,40,20.049999,480,"agriculture, mining, manufacturing",Office and administrative support,some  college
987,male,1983,hispanic,252,84,23.4,70,"transportation, communication",Transportation and material moving,high school
988,female,1983,non-black / non-hispanic,494,40,23,162,"agriculture, mining, manufacturing",Office and administrative support,college/graduate degree
989,female,1983,non-black / non-hispanic,352,16,12,1,"agriculture, mining, manufacturing",Office and administrative support,high school
990,male,1981,non-black / non-hispanic,306,55,47.73,154,"finance, insurance, real estate, other professional","Installation, maintenance, and repair",high school
991,male,1980,non-black / non-hispanic,467,40,13.25,311,trade,Office and administrative support,some  college
993,female,1981,non-black / non-hispanic,569,30,22.5,35,"education, health, social services",Services,ged or none
995,female,1980,hispanic,777,20,25,88,"public administration, military and special",Office and administrative support,high school
996,female,1981,non-black / non-hispanic,558,32,38.5,342,"education, health, social services",Services,college/graduate degree
997,male,1980,non-black / non-hispanic,538,40,29.9,150,"transportation, communication","Installation, maintenance, and repair",college/graduate degree
998,male,1982,black,277,30,12,-3,"education, health, social services",Services,high school
999,male,1982,non-black / non-hispanic,192,25,19.23,355,"entertainment, accomodation, food and other services",Services,some  college
1002,male,1984,black,251,23,40,45,"entertainment, accomodation, food and other services","Installation, maintenance, and repair",high school
1003,female,1982,non-black / non-hispanic,138,40,24.709999,105,"public administration, military and special",Services,some  college
1004,male,1984,non-black / non-hispanic,189,40,12.85,66,"education, health, social services",Services,some  college
1006,male,1984,non-black / non-hispanic,255,40,12.75,197,"transportation, communication",Transportation and material moving,high school
1008,female,1980,non-black / non-hispanic,270,50,10,200,"entertainment, accomodation, food and other services",Services,some  college
1010,female,1983,non-black / non-hispanic,483,40,12.21,379,"entertainment, accomodation, food and other services",Services,college/graduate degree
1011,male,1981,non-black / non-hispanic,549,40,13.94,40,"education, health, social services","Management, business, and financial",college/graduate degree
1012,male,1983,non-black / non-hispanic,559,40,22,260,"finance, insurance, real estate, other professional",Office and administrative support,high school
1014,male,1982,non-black / non-hispanic,242,25,8.3000002,28,"entertainment, accomodation, food and other services",Services,college/graduate degree
1019,male,1983,non-black / non-hispanic,463,60,17.309999,75,trade,"Management, business, and financial",college/graduate degree
1020,male,1981,non-black / non-hispanic,731,40,62.5,46,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
1021,female,1984,non-black / non-hispanic,435,30,.029999999,10,"public administration, military and special",Professional and related,college/graduate degree
1022,female,1981,non-black / non-hispanic,568,40,13.5,45,"education, health, social services",Professional and related,college/graduate degree
1024,female,1981,non-black / non-hispanic,384,40,37.5,122,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
1025,male,1981,non-black / non-hispanic,497,40,15,8,construction,Office and administrative support,college/graduate degree
1026,male,1980,non-black / non-hispanic,578,40,28,549,construction,Construction and extraction,high school
1029,female,1982,non-black / non-hispanic,559,30,2.8299999,527,"entertainment, accomodation, food and other services",Services,high school
1031,male,1982,black,399,39,15.95,198,"finance, insurance, real estate, other professional",Office and administrative support,college/graduate degree
1032,male,1982,black,332,40,16.75,51,"education, health, social services",Services,college/graduate degree
1033,female,1983,black,124,3,66.669998,-3,"entertainment, accomodation, food and other services",Services,high school
1034,male,1982,black,301,40,8,23,construction,Construction and extraction,ged or none
1035,female,1981,black,527,7,14,168,"finance, insurance, real estate, other professional","Management, business, and financial",high school
1038,male,1984,black,426,35,8.25,248,"entertainment, accomodation, food and other services",Services,ged or none
1039,female,1984,black,187,40,9.5,14,"entertainment, accomodation, food and other services",Office and administrative support,high school
1040,female,1981,black,674,32,20.219999,72,"education, health, social services",Services,college/graduate degree
1042,female,1982,black,355,40,10,74,"finance, insurance, real estate, other professional",Office and administrative support,high school
1044,male,1983,black,171,35,8.5,5,"entertainment, accomodation, food and other services",Services,high school
1045,female,1980,black,325,30,7.75,65,"entertainment, accomodation, food and other services",Sales and related,some  college
1046,male,1983,black,290,40,9.4499998,151,"finance, insurance, real estate, other professional",Office and administrative support,ged or none
1047,female,1980,black,375,30,13,59,"finance, insurance, real estate, other professional",Services,college/graduate degree
1048,female,1983,black,551,40,8,29,"education, health, social services",Services,high school
1049,male,1983,hispanic,552,40,12.79,239,trade,Transportation and material moving,ged or none
1051,male,1982,black,30,30,13,4,"education, health, social services",Transportation and material moving,ged or none
1053,male,1981,black,638,40,16.83,209,"finance, insurance, real estate, other professional",Office and administrative support,some  college
1055,female,1982,black,293,48,14.06,29,"education, health, social services",Services,some  college
1056,female,1980,black,461,30,10.5,62,"education, health, social services",Services,high school
1059,male,1984,black,265,40,13,144,"education, health, social services",Office and administrative support,some  college
1060,female,1984,black,372,41,15.5,292,trade,Sales and related,high school
1061,female,1983,black,287,12,8,6,trade,Sales and related,some  college
1062,male,1981,black,387,40,7.1500001,28,"finance, insurance, real estate, other professional",Services,high school
1065,male,1980,black,850,40,12,303,"education, health, social services",Services,some  college
1066,female,1984,black,401,45,8.25,50,"education, health, social services",Teachers,some  college
1068,male,1984,hispanic,444,40,15,246,construction,Construction and extraction,ged or none
1075,female,1983,black,532,38,19.48,221,"public administration, military and special",Professional and related,college/graduate degree
1078,male,1983,non-black / non-hispanic,408,40,8.1300001,107,"entertainment, accomodation, food and other services",Services,some  college
1082,female,1982,non-black / non-hispanic,432,25,7.25,54,"entertainment, accomodation, food and other services",Services,college/graduate degree
1085,male,1980,non-black / non-hispanic,515,40,17.6,110,"transportation, communication",Professional and related,some  college
1086,male,1983,non-black / non-hispanic,344,40,25.48,223,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
1087,female,1981,hispanic,522,40,25,197,"education, health, social services",Teachers,college/graduate degree
1090,male,1982,non-black / non-hispanic,562,40,47.939999,27,construction,Construction and extraction,high school
1091,female,1980,non-black / non-hispanic,554,40,15.2,49,"finance, insurance, real estate, other professional",Teachers,some  college
1092,female,1982,non-black / non-hispanic,530,40,32.689999,108,"transportation, communication","Management, business, and financial",college/graduate degree
1093,male,1982,hispanic,480,40,12.1,359,"finance, insurance, real estate, other professional",Office and administrative support,college/graduate degree
1095,male,1982,black,445,20,14,9,"finance, insurance, real estate, other professional",Office and administrative support,some  college
1096,female,1984,black,364,40,12.14,125,"education, health, social services",Services,ged or none
1098,female,1983,black,354,25,10,8,"entertainment, accomodation, food and other services",Services,college/graduate degree
1101,female,1982,black,26,40,7.75,6,trade,Office and administrative support,ged or none
1103,female,1984,hispanic,358,40,9.9499998,147,"education, health, social services",Services,high school
1108,male,1983,mixed race (non-hispanic),426,40,16.85,213,"education, health, social services",Professional and related,college/graduate degree
1109,female,1984,non-black / non-hispanic,430,40,21.5,220,"agriculture, mining, manufacturing",Services,college/graduate degree
1112,male,1981,non-black / non-hispanic,485,40,23.799999,34,"education, health, social services",Teachers,college/graduate degree
1113,male,1981,non-black / non-hispanic,573,60,28.33,186,"agriculture, mining, manufacturing",Office and administrative support,college/graduate degree
1115,male,1982,non-black / non-hispanic,817,40,29.33,208,"public administration, military and special",Services,some  college
1116,female,1983,non-black / non-hispanic,437,48,24.84,272,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
1117,male,1984,non-black / non-hispanic,234,35,15.71,164,"finance, insurance, real estate, other professional",Sales and related,college/graduate degree
1118,female,1980,non-black / non-hispanic,696,20,15.38,44,"education, health, social services",Teachers,college/graduate degree
1119,female,1983,hispanic,370,40,14.42,9,"education, health, social services","Management, business, and financial",college/graduate degree
1120,female,1980,non-black / non-hispanic,614,40,50.959999,218,trade,Services,college/graduate degree
1123,female,1984,non-black / non-hispanic,495,33,16.559999,52,"education, health, social services",Services,college/graduate degree
1124,male,1982,hispanic,340,8,2,165,"finance, insurance, real estate, other professional",Services,ged or none
1125,male,1983,black,415,40,12,93,"education, health, social services",Services,high school
1128,female,1984,black,413,10,25,71,"entertainment, accomodation, food and other services",Services,some  college
1130,male,1984,non-black / non-hispanic,439,40,20,135,construction,Construction and extraction,high school
1131,male,1983,non-black / non-hispanic,425,3,133.33,44,"entertainment, accomodation, food and other services",Services,college/graduate degree
1135,male,1984,non-black / non-hispanic,253,40,32.93,213,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
1138,female,1981,non-black / non-hispanic,654,37,12.2,117,"education, health, social services",Teachers,college/graduate degree
1140,male,1984,non-black / non-hispanic,408,60,54.490002,123,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
1144,female,1983,non-black / non-hispanic,502,50,14.5,26,"education, health, social services",Office and administrative support,ged or none
1145,female,1982,non-black / non-hispanic,509,40,39.810001,37,"finance, insurance, real estate, other professional",Sales and related,college/graduate degree
1146,female,1984,non-black / non-hispanic,435,30,0,13,trade,Sales and related,college/graduate degree
1148,female,1981,non-black / non-hispanic,664,40,15,144,"education, health, social services",Office and administrative support,high school
1149,female,1983,non-black / non-hispanic,511,40,47.599998,72,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
1151,female,1984,non-black / non-hispanic,446,40,14.6,154,trade,Office and administrative support,college/graduate degree
1152,female,1980,hispanic,567,35,13.38,295,"education, health, social services",Services,some  college
1153,female,1983,hispanic,351,32,20,48,"education, health, social services",Services,high school
1154,female,1983,non-black / non-hispanic,526,40,18.030001,225,"education, health, social services",Teachers,college/graduate degree
1155,male,1982,non-black / non-hispanic,589,48,24.040001,239,"transportation, communication",Office and administrative support,some  college
1156,female,1984,non-black / non-hispanic,505,34,13.24,169,"entertainment, accomodation, food and other services",Services,high school
1157,male,1980,hispanic,468,15,23.33,47,"entertainment, accomodation, food and other services",Services,college/graduate degree
1158,male,1981,non-black / non-hispanic,568,40,25,146,"public administration, military and special",Services,college/graduate degree
1159,male,1982,non-black / non-hispanic,410,30,4.6599998,69,"entertainment, accomodation, food and other services",Services,some  college
1160,female,1982,non-black / non-hispanic,611,50,19,315,"finance, insurance, real estate, other professional",Professional and related,some  college
