name,idno,cntry,tvtot,tvpol,polintr,vote,lrscale,stflife,happy,health,rlgdgr,fclcntr,cgtsmke,alcfreq,height,weight,gndr,agea,yrbrn,marsts,edulvlb,eduyrs,emplrel
ESS7e02_1,10003771,DE,6,2,3,1,6,9,8,3,7,2,3,6,179,110,1,66,1949,4,422,22,1
ESS7e02_1,10003821,DE,3,0,2,1,5,9,9,2,6,1,5,2,175,81,2,28,1987,6,720,13,1
ESS7e02_1,10003841,DE,4,2,2,1,5,9,9,2,6,2,5,4,164,55,2,60,1954,,322,11,1
ESS7e02_1,10003901,DE,2,0,3,3,5,8,7,2,10,2,1,3,180,65,1,31,1984,1,313,14,1
ESS7e02_1,10003911,DE,4,2,2,1,3,7,7,2,6,1,5,6,183,85,1,31,1983,6,422,17,1
ESS7e02_1,10003951,DE,2,2,2,1,5,8,8,2,2,2,5,2,166,47,2,50,1964,,322,15,1
ESS7e02_1,10004031,DE,2,1,1,1,5,10,10,2,0,2,2,4,,,2,32,1983,,720,22,1
ESS7e02_1,10004181,DE,0,,2,1,6,9,9,3,1,2,5,4,175,83,2,23,1992,6,313,15,1
ESS7e02_1,10004241,DE,5,2,2,1,6,8,7,2,0,2,1,4,190,87,1,51,1963,,720,18,1
ESS7e02_1,10004251,DE,5,1,3,1,5,8,8,2,6,2,5,6,159,68,2,56,1958,,321,13,1
ESS7e02_1,10004261,DE,5,2,3,1,,6,7,3,7,2,3,4,165,85,2,54,1960,,322,13,1
ESS7e02_1,10004331,DE,6,4,1,2,4,4,7,3,8,2,1,1,183,92,1,68,1946,,720,22,2
ESS7e02_1,10004361,DE,0,,2,1,7,7,4,1,7,1,1,2,173,52,1,22,1992,6,312,14,1
ESS7e02_1,10004391,DE,2,1,1,2,5,9,9,2,0,2,1,2,180,87,1,53,1961,,610,17,1
ESS7e02_1,10004411,DE,4,2,2,1,4,8,10,2,7,1,5,4,178,95,1,75,1939,,520,13,1
ESS7e02_1,10004421,DE,7,3,1,1,6,5,6,4,3,2,4,7,160,,2,67,1947,,322,15,1
ESS7e02_1,10004431,DE,2,2,1,1,5,9,9,1,3,1,5,3,190,103,1,26,1988,6,423,18,1
ESS7e02_1,10004471,DE,5,3,3,1,7,9,9,3,8,2,5,6,152,77,2,77,1937,,322,11,1
ESS7e02_1,10004521,DE,7,2,3,1,3,7,8,4,0,1,5,1,167,80,2,75,1939,,322,10,1
ESS7e02_1,10004531,DE,4,2,2,1,2,8,8,2,3,3,4,2,163,64,2,64,1950,5,322,17,1
ESS7e02_1,10004541,DE,1,1,2,1,6,9,9,2,7,1,5,2,180,69,1,33,1981,,520,20,1
ESS7e02_1,10004561,DE,7,4,2,1,6,7,6,2,3,2,3,1,165,79,1,71,1943,,720,20,1
ESS7e02_1,10004591,DE,6,2,1,1,4,5,6,2,9,2,3,6,180,100,1,68,1946,,710,16,1
ESS7e02_1,10004601,DE,4,2,2,1,5,7,8,4,0,2,3,7,160,55,2,70,1945,5,322,13,1
ESS7e02_1,10004611,DE,4,2,1,1,5,5,7,3,7,2,4,2,194,103,1,40,1974,,520,15,1
ESS7e02_1,10004621,DE,4,2,1,1,6,8,8,1,4,1,5,2,185,81,1,63,1952,,422,15,1
ESS7e02_1,10004631,DE,3,2,2,1,4,9,9,1,2,2,5,3,190,85,1,32,1983,6,720,19,1
ESS7e02_1,10004671,DE,5,1,3,2,5,7,8,2,6,2,1,4,191,91,1,28,1986,6,322,13,1
ESS7e02_1,10004711,DE,3,1,2,1,4,8,8,2,3,2,5,3,168,62,2,50,1964,4,520,17,1
ESS7e02_1,10004721,DE,2,0,3,1,5,3,7,1,8,2,5,4,158,61,2,59,1955,,423,12,1
ESS7e02_1,10004881,DE,2,2,2,2,3,8,7,2,0,2,3,7,186,66,1,30,1985,6,322,13,1
ESS7e02_1,10004961,DE,6,2,2,1,,8,5,3,0,2,3,4,156,80,2,56,1958,,520,14,1
ESS7e02_1,10004971,DE,1,1,2,3,5,10,10,1,9,2,5,7,163,55,2,16,1998,6,113,10,
ESS7e02_1,10005051,DE,2,2,1,1,2,7,8,3,0,3,3,2,157,45,2,70,1944,4,800,20,1
ESS7e02_1,10005101,DE,4,2,3,1,2,1,3,3,0,3,3,6,165,110,2,58,1956,4,321,14,1
ESS7e02_1,10005121,DE,5,2,1,1,5,8,8,2,10,1,4,2,167,95,2,62,1952,,720,19,1
ESS7e02_1,10005131,DE,3,2,3,1,5,8,8,1,6,1,5,3,184,78,1,24,1990,6,620,16,1
ESS7e02_1,10005141,DE,5,2,2,1,6,10,8,2,4,1,1,4,188,98,1,49,1966,,322,13,1
ESS7e02_1,10005151,DE,5,3,2,2,5,8,6,2,3,2,5,4,180,80,1,34,1981,6,610,17,1
ESS7e02_1,10005171,DE,3,1,4,1,3,9,8,2,4,2,5,3,163,59,2,19,1995,6,313,13,1
ESS7e02_1,10005181,DE,2,1,3,1,6,8,7,2,3,1,5,2,167,74,2,48,1966,,322,13,1
ESS7e02_1,10005191,DE,0,,2,1,5,6,7,3,0,2,1,2,173,75,1,50,1964,4,422,13,2
ESS7e02_1,10005221,DE,7,2,3,1,3,10,10,2,6,1,5,1,160,80,2,87,1927,5,321,9,1
ESS7e02_1,10005231,DE,2,1,3,3,4,10,10,1,7,1,1,3,175,65,1,17,1997,6,322,10,1
ESS7e02_1,10005241,DE,7,2,1,1,10,5,8,2,10,1,5,7,182,82,2,50,1964,4,321,11,1
ESS7e02_1,10005261,DE,1,0,1,1,4,9,10,2,0,1,1,2,171,67,2,56,1958,4,510,20,2
ESS7e02_1,10005271,DE,2,1,2,1,3,8,8,2,4,1,4,4,176,73,2,55,1959,6,800,23,2
ESS7e02_1,10005291,DE,4,1,2,1,2,7,7,2,1,3,3,4,175,83,1,66,1948,,610,22,1
ESS7e02_1,10005341,DE,2,1,1,1,8,10,10,1,7,1,3,2,173,85,1,65,1949,,620,21,2
ESS7e02_1,10005351,DE,6,5,1,1,7,8,8,2,5,1,3,3,164,55,2,74,1940,,720,18,1
ESS7e02_1,10005411,DE,2,2,2,2,5,5,5,2,8,1,3,7,181,83,1,53,1961,,620,16,2
ESS7e02_1,10005421,DE,7,2,3,2,6,7,6,3,0,1,4,3,192,106,1,73,1941,6,322,11,
ESS7e02_1,10005451,DE,4,2,2,1,4,8,8,2,3,2,1,2,178,75,1,47,1967,6,422,15,1
ESS7e02_1,10005461,DE,5,2,1,1,6,10,10,2,5,2,5,3,176,88,1,44,1970,,610,18,1
ESS7e02_1,10005511,DE,7,1,4,1,4,2,8,3,0,2,5,4,171,60,2,36,1979,,423,17,1
ESS7e02_1,10005521,DE,7,4,2,1,4,4,4,4,3,2,3,4,186,108,1,58,1956,6,720,20,1
ESS7e02_1,10005541,DE,0,,2,1,,9,9,4,3,2,4,3,179,87,1,58,1956,,720,16,1
ESS7e02_1,10005561,DE,5,1,3,1,8,8,9,2,2,1,3,2,188,69,1,28,1987,6,322,12,1
ESS7e02_1,10005631,DE,5,3,1,1,5,8,8,4,5,2,1,2,174,90,2,66,1948,5,321,11,1
ESS7e02_1,10005661,DE,1,1,1,1,4,5,4,4,8,3,5,6,160,58,2,45,1969,,720,8,1
ESS7e02_1,10005701,DE,5,3,1,1,3,9,8,1,0,2,3,2,185,85,1,70,1944,,720,18,1
ESS7e02_1,10005731,DE,4,2,2,1,5,9,9,1,0,2,3,4,186,75,1,21,1993,6,313,14,1
ESS7e02_1,10005791,DE,5,3,2,3,1,9,8,3,8,2,1,7,172,82,1,34,1980,,322,14,1
ESS7e02_1,10005811,DE,3,3,2,1,5,8,8,2,10,1,1,6,173,85,1,47,1967,,229,10,1
ESS7e02_1,10005821,DE,2,1,3,3,7,8,8,2,1,2,4,3,174,74,1,33,1981,6,720,19,1
ESS7e02_1,10005841,DE,3,2,2,1,5,9,9,2,3,2,3,2,177,75,1,56,1958,,710,20,2
ESS7e02_1,10005881,DE,7,2,2,1,0,8,9,2,0,1,1,7,168,86,2,67,1947,,322,13,1
ESS7e02_1,10005911,DE,3,2,1,1,3,10,9,2,7,1,5,1,176,83,1,64,1950,,322,16,1
ESS7e02_1,10006061,DE,6,2,2,1,6,10,10,1,8,3,5,1,156,51,2,57,1958,1,423,16,1
ESS7e02_1,10006071,DE,3,0,3,1,5,9,9,2,6,2,5,5,172,47,2,19,1995,6,322,12,1
ESS7e02_1,10006111,DE,2,1,2,3,2,7,7,2,8,3,1,6,167,70,2,33,1981,,322,13,1
ESS7e02_1,10006121,DE,6,1,4,2,5,8,4,3,0,3,5,2,161,58,1,52,1963,4,113,7,1
ESS7e02_1,10006131,DE,4,1,3,2,2,6,6,4,3,2,5,6,156,56,2,25,1990,6,322,14,1
ESS7e02_1,10006261,DE,4,1,2,1,5,10,10,2,5,1,4,4,173,75,2,39,1975,,423,15,1
ESS7e02_1,10006271,DE,0,,4,1,3,8,8,1,9,3,5,7,174,52,2,38,1976,6,313,15,
ESS7e02_1,10006311,DE,4,3,2,1,6,8,8,2,7,1,5,4,183,84,1,43,1971,6,322,18,1
ESS7e02_1,10006391,DE,4,2,2,1,,8,8,2,0,2,3,4,163,,2,53,1961,,710,17,1
ESS7e02_1,10006411,DE,5,2,3,1,3,5,5,3,3,1,3,4,170,76,2,57,1957,4,321,14,1
ESS7e02_1,10006471,DE,2,1,3,1,4,6,7,2,2,2,4,4,163,57,2,26,1988,6,423,16,1
ESS7e02_1,10006491,DE,4,2,2,1,5,7,8,4,4,2,3,7,180,95,1,48,1966,,322,13,1
ESS7e02_1,10006531,DE,2,2,2,1,7,9,9,2,7,1,5,4,165,69,2,58,1956,,423,17,1
ESS7e02_1,10006561,DE,3,1,2,1,4,8,7,3,3,2,3,2,186,86,1,57,1957,,720,22,1
ESS7e02_1,10006581,DE,4,2,1,1,2,8,9,3,0,2,5,6,170,70,2,60,1954,,720,17,1
ESS7e02_1,10006631,DE,4,2,1,2,0,7,5,3,0,3,4,2,167,75,1,64,1950,4,720,17,1
ESS7e02_1,10006641,DE,3,2,1,1,0,6,6,2,1,2,1,2,175,73,1,35,1979,6,322,13,1
ESS7e02_1,10006651,DE,5,3,2,1,6,8,8,3,7,1,5,5,165,71,2,83,1932,,321,8,1
ESS7e02_1,10006681,DE,7,1,3,2,4,6,6,3,0,1,1,3,172,89,2,64,1950,4,322,11,1
ESS7e02_1,10006751,DE,2,1,3,1,5,4,4,1,0,1,5,4,182,70,1,47,1967,,520,14,2
ESS7e02_1,10006781,DE,7,2,3,1,,0,0,4,0,2,1,7,168,,2,71,1943,4,212,8,1
ESS7e02_1,10006801,DE,4,1,2,1,4,6,6,2,0,1,3,3,182,120,1,61,1953,4,322,11,1
ESS7e02_1,10006831,DE,7,5,2,1,5,5,6,4,5,2,3,7,160,70,2,79,1935,5,212,8,
ESS7e02_1,10006841,DE,3,2,2,1,3,9,9,2,4,1,1,1,178,63,1,62,1952,,520,15,1
ESS7e02_1,10006861,DE,0,,1,1,5,8,9,2,7,1,4,2,178,65,1,27,1987,6,313,13,
ESS7e02_1,10006951,DE,7,3,2,1,5,10,8,2,5,2,1,5,154,60,2,77,1938,,212,8,1
ESS7e02_1,10006961,DE,4,4,3,2,5,1,4,2,1,2,1,3,176,110,2,31,1983,6,322,13,1
ESS7e02_1,10006971,DE,7,2,1,1,0,9,9,3,0,1,5,3,180,70,1,73,1941,5,322,18,1
ESS7e02_1,10007021,DE,0,,3,2,3,4,7,4,2,3,3,6,151,52,2,36,1978,,720,30,1
ESS7e02_1,10007081,DE,0,,2,1,4,9,7,3,0,3,5,6,181,70,1,19,1995,6,213,12,1
ESS7e02_1,10007091,DE,2,2,3,2,6,7,7,3,2,2,3,3,173,78,1,,,,322,12,1
ESS7e02_1,10007141,DE,2,2,3,2,10,8,8,2,0,1,3,1,168,84,1,63,1951,,520,20,1
ESS7e02_1,10007161,DE,2,1,2,2,6,8,9,2,0,2,3,5,178,78,1,36,1978,,322,14,1
ESS7e02_1,10007191,DE,4,0,3,1,6,7,7,1,1,2,4,4,174,61,2,24,1990,6,422,15,1
ESS7e02_1,10007211,DE,3,1,2,1,4,8,8,2,6,2,5,2,174,66,1,53,1962,4,520,14,1
ESS7e02_1,10007221,DE,0,,2,1,3,8,7,2,7,2,1,2,175,73,2,56,1958,4,321,13,1
ESS7e02_1,10007271,DE,7,2,2,1,3,7,8,3,8,2,5,6,163,69,2,81,1933,,229,13,1
ESS7e02_1,10007311,DE,6,2,2,1,4,10,10,1,6,1,1,3,174,70,1,53,1961,6,610,14,2
ESS7e02_1,10007321,DE,5,2,3,1,4,7,7,3,0,1,3,2,168,72,1,79,1936,,322,10,
ESS7e02_1,10007331,DE,5,3,1,1,5,3,7,4,0,3,5,7,180,92,2,58,1957,4,720,20,1
ESS7e02_1,10007341,DE,2,1,2,2,1,7,8,3,7,2,3,2,158,62,2,17,1997,6,213,11,1
ESS7e02_1,10007361,DE,5,1,2,2,5,7,7,2,3,3,5,4,170,58,2,27,1987,6,610,17,1
ESS7e02_1,10007421,DE,2,2,1,1,5,8,8,3,5,2,5,2,185,100,1,54,1961,,720,19,2
ESS7e02_1,10007441,DE,4,2,1,2,0,8,8,3,0,2,5,2,165,83,1,69,1945,,720,12,1
ESS7e02_1,10007501,DE,4,3,1,1,3,10,9,2,3,1,3,6,169,,2,59,1955,,322,13,1
ESS7e02_1,10007521,DE,1,1,1,1,3,7,7,1,8,3,1,2,177,65,1,19,1995,6,313,13,1
ESS7e02_1,10007551,DE,4,2,3,3,5,9,10,2,6,1,3,5,156,66,2,44,1970,4,610,15,1
ESS7e02_1,10007641,DE,7,2,1,1,5,7,7,3,7,2,3,2,170,96,1,66,1948,,321,12,1
ESS7e02_1,10007681,DE,6,4,2,3,10,0,10,2,5,4,2,7,173,67,1,47,1967,,113,10,2
ESS7e02_1,10007701,DE,2,2,1,1,5,8,9,1,5,1,3,2,194,105,1,43,1972,,520,17,2
ESS7e02_1,10007731,DE,5,2,2,1,3,10,10,2,6,2,5,1,187,87,1,75,1939,,422,14,2
ESS7e02_1,10007791,DE,3,1,4,3,5,10,10,1,10,3,1,4,183,92,1,22,1992,6,322,14,1
ESS7e02_1,10007801,DE,5,1,1,1,6,7,8,4,5,2,3,3,190,,1,22,1992,6,322,15,1
ESS7e02_1,10007821,DE,2,0,2,1,7,8,8,1,0,1,3,4,180,90,1,34,1980,6,322,16,1
ESS7e02_1,10007831,DE,4,2,1,3,4,4,7,2,9,3,3,1,170,75,1,53,1961,1,423,14,2
ESS7e02_1,10007841,DE,5,2,2,1,5,7,9,2,2,2,5,4,172,65,2,34,1980,6,322,13,1
ESS7e02_1,10007851,DE,3,2,2,1,6,7,7,2,4,1,5,2,188,93,1,46,1968,6,610,20,1
ESS7e02_1,10007871,DE,5,2,1,1,4,10,8,2,6,2,1,3,186,88,1,62,1952,,213,14,1
ESS7e02_1,10007891,DE,2,1,2,1,7,9,9,2,1,1,5,4,195,95,1,28,1986,,610,19,1
ESS7e02_1,10007931,DE,6,4,1,1,5,8,10,1,3,1,3,1,172,79,1,79,1935,,610,10,1
ESS7e02_1,10007961,DE,6,1,3,3,5,9,9,2,2,1,5,6,170,55,2,16,1998,6,113,10,
ESS7e02_1,10007971,DE,4,1,3,3,3,9,9,3,6,2,5,6,167,47,1,15,1999,6,113,9,3
ESS7e02_1,10007981,DE,6,5,1,1,2,5,7,3,0,1,3,1,172,95,1,66,1948,,322,13,1
ESS7e02_1,10007991,DE,3,1,1,1,0,8,10,2,0,2,2,3,160,54,2,30,1984,6,720,20,1
ESS7e02_1,10008021,DE,5,2,3,2,7,7,6,2,6,3,1,7,165,59,2,57,1957,6,423,20,1
ESS7e02_1,10008031,DE,0,,3,2,5,6,6,2,3,2,2,6,175,78,1,22,1993,6,322,12,1
ESS7e02_1,10008041,DE,0,,2,1,0,8,8,2,2,3,4,3,172,70,2,24,1990,6,313,15,1
ESS7e02_1,10008111,DE,6,4,2,1,2,10,9,2,3,1,5,2,178,84,1,72,1943,,520,14,1
ESS7e02_1,10008131,DE,4,2,1,1,2,2,3,4,2,3,1,1,174,75,1,58,1956,6,520,13,2
ESS7e02_1,10008141,DE,1,1,2,1,6,8,5,3,8,1,3,6,162,88,2,73,1941,5,322,9,1
ESS7e02_1,10008162,DE,5,0,2,1,4,6,7,3,2,2,3,6,175,71,1,25,1989,,322,14,1
ESS7e02_1,10008201,DE,6,2,2,1,4,6,7,3,7,1,4,4,178,135,1,47,1968,4,322,12,1
ESS7e02_1,10008241,DE,0,,2,1,5,8,8,2,7,2,5,3,168,80,2,49,1965,,321,10,1
ESS7e02_1,10008251,DE,2,1,2,2,5,8,7,2,0,2,1,5,168,66,1,28,1986,,321,10,1
ESS7e02_1,10008291,DE,4,0,3,2,5,10,10,2,1,2,1,6,165,70,2,20,1994,6,213,14,1
ESS7e02_1,10008361,DE,7,6,3,2,5,7,7,2,9,2,5,5,163,83,2,54,1961,,423,14,1
ESS7e02_1,10008381,DE,7,4,1,1,5,9,9,1,8,1,5,2,180,82,1,70,1944,,322,12,1
ESS7e02_1,10008411,DE,3,1,3,1,5,9,8,3,9,2,5,7,165,57,2,61,1953,,720,19,3
ESS7e02_1,10008481,DE,5,4,3,3,6,10,10,3,4,1,3,5,160,55,2,41,1974,,322,13,1
ESS7e02_1,10008571,DE,2,3,2,1,4,8,8,2,0,2,5,2,157,78,2,60,1954,,423,14,2
ESS7e02_1,10008591,DE,6,3,2,1,5,9,9,3,2,1,5,3,157,51,2,67,1948,,229,12,1
ESS7e02_1,10008601,DE,5,2,2,2,8,9,10,2,0,1,3,3,171,78,1,64,1951,,322,12,1
ESS7e02_1,10008641,DE,7,2,2,1,3,10,9,2,2,2,5,3,190,117,1,62,1952,,520,12,1
ESS7e02_1,10008661,DE,4,1,2,1,6,8,8,3,7,1,1,2,194,80,1,47,1968,,610,22,1
ESS7e02_1,10008671,DE,5,2,2,1,5,8,9,2,5,2,4,6,165,82,2,58,1956,,322,12,1
ESS7e02_1,10008681,DE,4,2,1,1,3,9,8,2,2,3,5,3,175,81,1,59,1955,,322,12,1
ESS7e02_1,10008781,DE,3,2,2,1,3,8,8,2,6,2,3,2,162,51,2,55,1959,,213,14,1
ESS7e02_1,10008821,DE,3,2,2,1,3,7,8,1,6,2,3,3,175,82,1,25,1989,6,610,17,1
ESS7e02_1,10008851,DE,4,3,3,1,3,8,8,3,4,1,3,3,185,93,1,59,1955,6,322,13,1
ESS7e02_1,10008861,DE,5,5,2,1,8,5,8,5,0,2,1,1,171,60,1,49,1965,4,322,14,3
ESS7e02_1,10008921,DE,2,2,1,1,6,8,8,2,5,1,5,3,186,112,1,58,1956,,520,13,1
ESS7e02_1,10008981,DE,3,3,2,1,5,8,9,3,6,2,5,4,168,93,2,61,1953,,322,13,1
ESS7e02_1,10008991,DE,7,2,2,1,3,9,8,1,0,2,3,1,160,60,2,93,1921,6,520,13,1
ESS7e02_1,10009011,DE,7,1,3,2,4,7,8,2,5,3,5,4,174,89,2,46,1969,,229,10,1
ESS7e02_1,10009031,DE,0,,2,1,6,8,9,2,8,2,5,2,160,75,2,42,1972,,720,18,1
ESS7e02_1,10009081,DE,3,1,3,1,6,8,8,2,1,2,1,1,183,68,1,37,1977,,520,15,1
ESS7e02_1,10009091,DE,5,2,2,1,5,7,7,3,6,2,4,2,155,72,2,77,1937,5,321,9,1
ESS7e02_1,10009101,DE,5,1,2,1,5,8,8,2,7,3,5,4,177,80,1,23,1991,6,422,15,1
ESS7e02_1,10009111,DE,1,1,3,1,4,7,7,3,0,3,1,2,187,100,1,58,1956,6,322,13,1
ESS7e02_1,10009171,DE,7,4,1,1,5,7,8,3,8,1,3,4,160,80,1,86,1928,,520,11,1
ESS7e02_1,10009182,DE,3,1,2,3,3,8,7,3,8,1,3,2,178,84,1,67,1947,,720,20,2
ESS7e02_1,10009191,DE,5,1,3,1,5,6,6,3,6,2,5,5,165,70,2,27,1987,4,423,16,1
ESS7e02_1,10009242,DE,5,4,1,1,1,8,8,3,0,3,1,4,180,80,1,52,1962,,720,21,1
ESS7e02_1,10009251,DE,3,2,2,1,2,9,8,2,1,2,3,2,184,90,1,51,1963,,322,13,1
ESS7e02_1,10009281,DE,6,3,4,2,5,4,10,3,0,1,5,6,155,89,2,59,1955,,229,11,1
ESS7e02_1,10009301,DE,7,2,1,1,8,10,10,3,0,1,5,3,172,75,1,65,1949,,520,14,1
ESS7e02_1,10009311,DE,4,2,1,1,4,7,7,3,0,2,5,3,169,73,2,62,1952,,520,13,1
ESS7e02_1,10009361,DE,2,1,2,1,4,8,9,2,3,2,5,3,174,65,1,46,1968,,610,18,1
ESS7e02_1,10009391,DE,4,2,2,1,8,9,9,2,2,2,3,1,182,85,1,72,1942,,720,17,1
ESS7e02_1,10009441,DE,5,2,2,2,4,7,5,3,4,2,1,7,190,97,1,50,1964,6,322,14,1
ESS7e02_1,10009501,DE,4,1,2,1,3,7,7,2,6,3,5,2,178,90,1,57,1958,4,720,20,1
ESS7e02_1,10009531,DE,2,1,3,1,1,9,9,2,3,2,5,6,170,62,2,36,1978,,520,18,1
ESS7e02_1,10009681,DE,3,3,2,1,5,10,9,3,3,2,3,2,154,60,2,55,1959,,321,13,1
ESS7e02_1,10009691,DE,6,2,2,1,5,9,8,2,7,2,3,3,158,54,2,61,1953,,610,15,1
ESS7e02_1,10009781,DE,4,1,2,1,6,6,3,2,4,2,1,3,180,72,1,28,1986,6,520,16,1
ESS7e02_1,10009801,DE,3,2,3,1,3,7,7,3,5,4,3,3,159,60,2,29,1986,,423,16,2
ESS7e02_1,10009821,DE,3,1,2,1,3,7,7,3,2,2,1,2,190,98,1,29,1985,4,322,16,1
ESS7e02_1,10009852,DE,4,2,1,1,0,8,8,2,2,1,1,2,186,70,1,28,1987,6,322,13,1
ESS7e02_1,10009861,DE,6,1,3,1,3,2,9,2,6,1,5,7,178,65,2,31,1983,,710,16,1
ESS7e02_1,10010001,DE,5,3,1,1,5,10,10,1,8,1,5,7,165,58,2,65,1949,,322,8,
ESS7e02_1,10010031,DE,1,1,3,1,3,7,7,4,2,1,4,5,180,75,1,22,1992,6,510,15,1
ESS7e02_1,10010051,DE,3,1,3,1,5,2,7,3,0,2,5,4,170,73,2,50,1964,,322,11,1
ESS7e02_1,10010201,DE,3,0,3,3,6,7,6,2,0,1,1,4,167,54,2,17,1997,6,213,10,1
ESS7e02_1,10010222,DE,6,3,1,1,5,6,6,3,10,1,5,5,170,65,2,50,1964,6,422,15,1
ESS7e02_1,10010281,DE,7,5,1,1,5,5,8,2,0,2,1,6,176,90,1,54,1961,,322,13,1
ESS7e02_1,10010351,DE,5,1,2,1,5,7,7,3,2,2,3,2,174,86,1,70,1944,,322,9,1
ESS7e02_1,10010361,DE,2,1,2,1,5,8,8,2,4,1,1,5,176,75,1,44,1971,,322,12,1
ESS7e02_1,10010411,DE,4,2,1,1,4,6,7,2,7,2,3,1,178,87,1,56,1958,,720,21,1
ESS7e02_1,10010421,DE,3,1,3,1,3,7,8,2,2,2,4,4,183,69,1,22,1992,6,312,15,1
ESS7e02_1,10010441,DE,3,3,2,1,3,8,8,2,8,2,5,4,178,79,1,79,1935,,720,12,1
ESS7e02_1,10010461,DE,1,1,2,1,9,7,8,3,4,1,1,2,187,100,1,60,1954,,321,12,1
ESS7e02_1,10010481,DE,0,,2,1,4,7,7,1,3,3,5,4,193,85,1,21,1993,6,313,16,1
ESS7e02_1,10010491,DE,0,,3,2,7,9,9,2,10,2,2,2,178,70,1,27,1988,,610,17,1
ESS7e02_1,10010541,DE,1,0,1,3,2,3,3,3,7,4,4,6,173,,2,17,1997,6,213,10,1
ESS7e02_1,10010571,DE,1,1,3,2,5,7,7,2,1,2,1,1,183,74,1,49,1965,,520,11,1
ESS7e02_1,10010641,DE,4,1,3,2,5,5,5,4,5,2,1,7,160,54,2,56,1958,,212,11,1
ESS7e02_1,10010661,DE,1,1,3,1,8,5,5,3,2,1,4,4,157,82,2,74,1940,,800,22,1
ESS7e02_1,10010681,DE,2,2,1,1,5,9,9,2,5,2,5,2,156,58,2,37,1977,4,720,22,1
ESS7e02_1,10010751,DE,2,1,2,1,5,9,8,2,5,2,5,4,167,67,2,42,1973,,423,16,2
ESS7e02_1,10010761,DE,1,1,4,2,5,10,10,2,10,3,1,7,168,96,1,25,1989,6,321,9,1
ESS7e02_1,10010801,DE,7,1,4,2,5,7,7,5,1,1,1,6,176,80,1,52,1962,4,322,12,1
ESS7e02_1,10010841,DE,4,2,1,1,3,1,7,2,3,1,5,4,178,80,1,58,1957,,720,19,1
ESS7e02_1,10010871,DE,4,1,3,1,,5,5,3,0,2,5,6,160,55,2,51,1963,,520,14,1
ESS7e02_1,10010931,DE,6,2,2,1,5,5,5,4,7,2,5,6,170,85,2,71,1944,,322,14,1
ESS7e02_1,10010961,DE,2,1,3,3,5,8,7,2,9,2,5,1,166,58,2,54,1960,4,313,14,1
ESS7e02_1,10010981,DE,7,3,2,2,5,10,8,3,0,3,1,6,163,58,2,40,1974,5,322,12,1
ESS7e02_1,10011021,DE,6,1,3,2,5,2,3,1,0,1,1,3,185,75,1,20,1995,6,322,10,1
ESS7e02_1,10011091,DE,7,3,2,1,5,8,7,3,0,2,3,6,176,80,1,77,1937,,610,11,1
ESS7e02_1,10011101,DE,3,1,3,3,6,7,7,3,2,2,2,3,177,77,1,18,1996,6,213,13,1
ESS7e02_1,10011121,DE,3,4,1,1,5,10,10,1,5,1,3,2,186,89,1,47,1967,,423,15,1
ESS7e02_1,10011141,DE,0,,4,3,8,1,9,2,5,2,5,6,167,63,2,18,1996,6,312,12,1
ESS7e02_1,10011161,DE,7,3,2,1,5,5,5,3,8,2,3,3,165,60,2,62,1952,,322,11,1
ESS7e02_1,10011201,DE,6,1,3,1,0,9,9,2,6,3,2,3,163,88,2,51,1963,,321,15,1
ESS7e02_1,10011211,DE,7,3,2,3,2,10,9,2,4,3,4,1,168,85,2,69,1946,,610,13,1
ESS7e02_1,10011231,DE,2,1,2,1,4,9,9,4,7,3,1,3,164,64,2,52,1962,,423,17,1
ESS7e02_1,10011281,DE,3,2,2,1,3,4,5,3,0,1,2,4,165,56,1,37,1977,6,520,17,1
ESS7e02_1,10011351,DE,5,3,2,1,5,5,5,5,5,2,5,7,175,75,2,82,1932,5,321,8,1
ESS7e02_1,10011401,DE,7,6,1,1,7,10,9,3,6,1,5,3,174,89,1,87,1927,5,229,9,2
ESS7e02_1,10011431,DE,2,2,2,1,3,8,9,2,3,1,5,4,169,53,2,26,1988,6,710,18,1
ESS7e02_1,10011451,DE,4,2,2,1,6,8,7,2,2,1,3,1,172,88,1,75,1939,,520,13,1
ESS7e02_1,10011471,DE,1,0,2,2,2,9,9,2,8,2,1,3,173,78,1,64,1950,6,720,17,2
ESS7e02_1,10011481,DE,6,2,2,1,2,9,9,1,1,2,5,2,184,81,2,48,1967,,520,13,1
ESS7e02_1,10011601,DE,3,2,2,3,5,9,9,1,3,1,5,3,179,72,1,18,1996,6,213,8,1
ESS7e02_1,10011621,DE,3,1,2,1,5,8,8,1,7,2,4,2,187,102,1,28,1986,6,720,19,1
ESS7e02_1,10011651,DE,5,2,3,1,,10,8,1,5,2,5,7,172,70,1,84,1930,,229,8,1
ESS7e02_1,10011671,DE,5,2,1,1,2,9,8,2,1,1,3,2,158,60,2,70,1944,,720,17,2
ESS7e02_1,10011711,DE,3,1,3,3,5,6,7,2,3,2,1,2,178,78,1,24,1990,6,322,9,1
ESS7e02_1,10011741,DE,4,1,2,2,7,5,7,3,7,2,2,3,168,85,2,22,1992,6,423,15,1
ESS7e02_1,10011751,DE,2,1,1,1,5,8,9,2,2,2,5,3,174,91,1,58,1956,,321,13,1
ESS7e02_1,10011851,DE,5,0,4,3,5,8,8,2,0,3,1,2,178,80,1,46,1969,6,322,10,1
